0.007442861,0.008209198,0.00903635,0.00992697,0.010883581,0.011908534,0.013003978,0.014171817,0.015413678,0.016730866,0.018124331,0.019594625,0.021141867,0.022765706,0.024465288,0.026239221,0.028085552,0.030001737,0.031984624,0.034030435,0.03613476,0.038292547,0.040498109,0.04274513,0.045026683,0.047335251,0.049662756,0.052000601,0.054339711,0.056670584,0.058983355,0.061267853,0.063513678,0.065710273,0.067847007,0.069913256,0.071898491,0.073792366,0.075584806,0.077266098,0.078826976,0.080258709,0.081553176,0.082702951,0.083701364,0.084542577,0.08522163,0.085734497,0.086078122,0.08625045,0.08625045,0.086078122,0.085734497,0.08522163,0.084542577,0.083701364,0.082702951,0.081553176,0.080258709,0.078826976,0.077266098,0.075584806,0.073792366,0.071898491,0.069913256,0.067847007,0.065710273,0.063513678,0.061267853,0.058983355,0.056670584,0.054339711,0.052000601,0.049662756,0.047335251,0.045026683,0.04274513,0.040498109,0.038292547,0.03613476,0.034030435,0.031984624,0.030001737,0.028085552,0.026239221,0.024465288,0.022765706,0.021141867,0.019594625,0.018124331,0.016730866,0.015413678,0.014171817,0.013003978,0.011908534,0.010883581,0.00992697,0.00903635,0.008209198,0.007442861
0.008209198,0.00905444,0.009966757,0.010949078,0.012004184,0.01313467,0.014342903,0.015630987,0.017000713,0.018453523,0.019990462,0.021612142,0.023318692,0.025109726,0.026984302,0.028940884,0.030977319,0.033090799,0.03527785,0.037534304,0.039855295,0.042235254,0.044667907,0.047146288,0.049662756,0.05220902,0.054776172,0.057354728,0.059934679,0.062505545,0.065056445,0.067576161,0.070053223,0.072475986,0.074832724,0.07711172,0.07930136,0.081390233,0.083367228,0.08522163,0.086943221,0.088522369,0.089950119,0.091218277,0.09231949,0.093247316,0.093996287,0.09456196,0.094940965,0.095131037,0.095131037,0.094940965,0.09456196,0.093996287,0.093247316,0.09231949,0.091218277,0.089950119,0.088522369,0.086943221,0.08522163,0.083367228,0.081390233,0.07930136,0.07711172,0.074832724,0.072475986,0.070053223,0.067576161,0.065056445,0.062505545,0.059934679,0.057354728,0.054776172,0.05220902,0.049662756,0.047146288,0.044667907,0.042235254,0.039855295,0.037534304,0.03527785,0.033090799,0.030977319,0.028940884,0.026984302,0.025109726,0.023318692,0.021612142,0.019990462,0.018453523,0.017000713,0.015630987,0.014342903,0.01313467,0.012004184,0.010949078,0.009966757,0.00905444,0.008209198
0.00903635,0.009966757,0.010970998,0.012052297,0.013213715,0.014458107,0.015788081,0.01720595,0.018713689,0.020312882,0.022004683,0.023789761,0.025668262,0.027639759,0.029703215,0.031856941,0.034098564,0.036424997,0.038832413,0.041316225,0.043871078,0.046490839,0.049168603,0.051896704,0.054666729,0.057469552,0.060295368,0.063133737,0.065973641,0.068803546,0.071611472,0.074385072,0.07711172,0.079778598,0.082372799,0.084881425,0.087291691,0.089591037,0.091767232,0.093808482,0.095703539,0.0974418,0.099013408,0.100409345,0.101621515,0.102642829,0.103467265,0.104089934,0.104507128,0.104716351,0.104716351,0.104507128,0.104089934,0.103467265,0.102642829,0.101621515,0.100409345,0.099013408,0.0974418,0.095703539,0.093808482,0.091767232,0.089591037,0.087291691,0.084881425,0.082372799,0.079778598,0.07711172,0.074385072,0.071611472,0.068803546,0.065973641,0.063133737,0.060295368,0.057469552,0.054666729,0.051896704,0.049168603,0.046490839,0.043871078,0.041316225,0.038832413,0.036424997,0.034098564,0.031856941,0.029703215,0.027639759,0.025668262,0.023789761,0.022004683,0.020312882,0.018713689,0.01720595,0.015788081,0.014458107,0.013213715,0.012052297,0.010970998,0.009966757,0.00903635
0.00992697,0.010949078,0.012052297,0.013240169,0.014516055,0.015883094,0.01734415,0.018901765,0.020558105,0.022314915,0.024173459,0.026134474,0.028198119,0.030363927,0.032630756,0.034996753,0.03745931,0.040015036,0.042659726,0.045388342,0.048195,0.051072964,0.054014649,0.05701163,0.060054668,0.063133737,0.066238064,0.069356182,0.072475986,0.075584806,0.07866948,0.081716446,0.084711831,0.087641557,0.090491442,0.093247316,0.095895138,0.098421107,0.100811787,0.103054222,0.105136056,0.107045639,0.108772145,0.110305664,0.111637306,0.11275928,0.113664972,0.114349012,0.114807324,0.115037168,0.115037168,0.114807324,0.114349012,0.113664972,0.11275928,0.111637306,0.110305664,0.108772145,0.107045639,0.105136056,0.103054222,0.100811787,0.098421107,0.095895138,0.093247316,0.090491442,0.087641557,0.084711831,0.081716446,0.07866948,0.075584806,0.072475986,0.069356182,0.066238064,0.063133737,0.060054668,0.05701163,0.054014649,0.051072964,0.048195,0.045388342,0.042659726,0.040015036,0.03745931,0.034996753,0.032630756,0.030363927,0.028198119,0.026134474,0.024173459,0.022314915,0.020558105,0.018901765,0.01734415,0.015883094,0.014516055,0.013240169,0.012052297,0.010949078,0.00992697
0.010883581,0.012004184,0.013213715,0.014516055,0.015914892,0.017413666,0.019015516,0.02072323,0.022539183,0.024465288,0.02650293,0.028652918,0.030915426,0.033289941,0.035775213,0.038369209,0.04106907,0.043871078,0.046770622,0.049762181,0.052839302,0.055994601,0.059219761,0.062505545,0.065841825,0.069217608,0.072621083,0.076039678,0.079460121,0.082868522,0.08625045,0.089591037,0.092875072,0.09608712,0.099211633,0.102233077,0.105136056,0.107905439,0.110526496,0.112985024,0.115267473,0.117361073,0.119253953,0.12093525,0.122395215,0.123625308,0.124618277,0.125368234,0.125870711,0.126122705,0.126122705,0.125870711,0.125368234,0.124618277,0.123625308,0.122395215,0.12093525,0.119253953,0.117361073,0.115267473,0.112985024,0.110526496,0.107905439,0.105136056,0.102233077,0.099211633,0.09608712,0.092875072,0.089591037,0.08625045,0.082868522,0.079460121,0.076039678,0.072621083,0.069217608,0.065841825,0.062505545,0.059219761,0.055994601,0.052839302,0.049762181,0.046770622,0.043871078,0.04106907,0.038369209,0.035775213,0.033289941,0.030915426,0.028652918,0.02650293,0.024465288,0.022539183,0.02072323,0.019015516,0.017413666,0.015914892,0.014516055,0.013213715,0.012004184,0.010883581
0.011908534,0.01313467,0.014458107,0.015883094,0.017413666,0.019053585,0.020806289,0.022674825,0.024661795,0.026769289,0.028998824,0.031351286,0.033826864,0.036424997,0.039144318,0.041982601,0.04493672,0.048002605,0.051175212,0.054448499,0.057815406,0.061267853,0.064796739,0.06839196,0.072042432,0.075736126,0.079460121,0.08320066,0.086943221,0.090672606,0.094373025,0.098028208,0.101621515,0.105136056,0.108554818,0.111860804,0.115037168,0.118067356,0.12093525,0.123625308,0.126122705,0.128413468,0.130484609,0.132324241,0.133921697,0.135267633,0.136354114,0.137174698,0.137724495,0.13800022,0.13800022,0.137724495,0.137174698,0.136354114,0.135267633,0.133921697,0.132324241,0.130484609,0.128413468,0.126122705,0.123625308,0.12093525,0.118067356,0.115037168,0.111860804,0.108554818,0.105136056,0.101621515,0.098028208,0.094373025,0.090672606,0.086943221,0.08320066,0.079460121,0.075736126,0.072042432,0.06839196,0.064796739,0.061267853,0.057815406,0.054448499,0.051175212,0.048002605,0.04493672,0.041982601,0.039144318,0.036424997,0.033826864,0.031351286,0.028998824,0.026769289,0.024661795,0.022674825,0.020806289,0.019053585,0.017413666,0.015883094,0.014458107,0.01313467,0.011908534
0.013003978,0.014342903,0.015788081,0.01734415,0.019015516,0.020806289,0.02272022,0.02476064,0.026930387,0.029231745,0.031666371,0.034235232,0.036938534,0.039775664,0.04274513,0.045844502,0.049070365,0.052418274,0.055882724,0.059457114,0.063133737,0.066903767,0.070757269,0.074683208,0.07866948,0.082702951,0.086769509,0.090854132,0.094940965,0.099013408,0.103054222,0.107045639,0.110969488,0.114807324,0.118540572,0.12215067,0.125619221,0.128928151,0.132059857,0.134997368,0.137724495,0.140225982,0.142487643,0.144496499,0.146240902,0.147710648,0.148897073,0.149793141,0.150393513,0.150694601,0.150694601,0.150393513,0.149793141,0.148897073,0.147710648,0.146240902,0.144496499,0.142487643,0.140225982,0.137724495,0.134997368,0.132059857,0.128928151,0.125619221,0.12215067,0.118540572,0.114807324,0.110969488,0.107045639,0.103054222,0.099013408,0.094940965,0.090854132,0.086769509,0.082702951,0.07866948,0.074683208,0.070757269,0.066903767,0.063133737,0.059457114,0.055882724,0.052418274,0.049070365,0.045844502,0.04274513,0.039775664,0.036938534,0.034235232,0.031666371,0.029231745,0.026930387,0.02476064,0.02272022,0.020806289,0.019015516,0.01734415,0.015788081,0.014342903,0.013003978
0.014171817,0.015630987,0.01720595,0.018901765,0.02072323,0.022674825,0.02476064,0.026984302,0.029348906,0.031856941,0.034510212,0.037309772,0.040255848,0.043347771,0.046583914,0.049961628,0.053477194,0.057125767,0.060901346,0.064796739,0.068803546,0.072912149,0.07711172,0.081390233,0.085734497,0.090130199,0.09456196,0.099013408,0.103467265,0.107905439,0.112309144,0.116659015,0.12093525,0.125117748,0.129186265,0.133120573,0.136900622,0.140506715,0.143919667,0.147120986,0.150093027,0.152819163,0.155283935,0.157473199,0.159374261,0.160975999,0.162268972,0.163245512,0.163899802,0.16422793,0.16422793,0.163899802,0.163245512,0.162268972,0.160975999,0.159374261,0.157473199,0.155283935,0.152819163,0.150093027,0.147120986,0.143919667,0.140506715,0.136900622,0.133120573,0.129186265,0.125117748,0.12093525,0.116659015,0.112309144,0.107905439,0.103467265,0.099013408,0.09456196,0.090130199,0.085734497,0.081390233,0.07711172,0.072912149,0.068803546,0.064796739,0.060901346,0.057125767,0.053477194,0.049961628,0.046583914,0.043347771,0.040255848,0.037309772,0.034510212,0.031856941,0.029348906,0.026984302,0.02476064,0.022674825,0.02072323,0.018901765,0.01720595,0.015630987,0.014171817
0.015413678,0.017000713,0.018713689,0.020558105,0.022539183,0.024661795,0.026930387,0.029348906,0.031920718,0.034648529,0.037534304,0.040579186,0.043783423,0.047146288,0.05066601,0.054339711,0.058163341,0.062131635,0.066238064,0.070474806,0.074832724,0.07930136,0.083868935,0.088522369,0.093247316,0.098028208,0.10284832,0.107689844,0.112533987,0.117361073,0.12215067,0.126881716,0.131532672,0.136081678,0.140506715,0.144785781,0.148897073,0.152819163,0.156531189,0.160013035,0.163245512,0.166210537,0.168891294,0.171272401,0.173340051,0.175082148,0.176488422,0.177550536,0.178262161,0.178619042,0.178619042,0.178262161,0.177550536,0.176488422,0.175082148,0.173340051,0.171272401,0.168891294,0.166210537,0.163245512,0.160013035,0.156531189,0.152819163,0.148897073,0.144785781,0.140506715,0.136081678,0.131532672,0.126881716,0.12215067,0.117361073,0.112533987,0.107689844,0.10284832,0.098028208,0.093247316,0.088522369,0.083868935,0.07930136,0.074832724,0.070474806,0.066238064,0.062131635,0.058163341,0.054339711,0.05066601,0.047146288,0.043783423,0.040579186,0.037534304,0.034648529,0.031920718,0.029348906,0.026930387,0.024661795,0.022539183,0.020558105,0.018713689,0.017000713,0.015413678
0.016730866,0.018453523,0.020312882,0.022314915,0.024465288,0.026769289,0.029231745,0.031856941,0.034648529,0.037609447,0.040741828,0.044046913,0.047524971,0.051175212,0.054995715,0.058983355,0.063133737,0.067441144,0.071898491,0.076497287,0.081227615,0.086078122,0.091036022,0.09608712,0.101215841,0.106405288,0.111637306,0.116892567,0.12215067,0.127390259,0.132589154,0.137724495,0.142772903,0.147710648,0.15251383,0.157158567,0.161621192,0.165878448,0.169907688,0.173687078,0.17719579,0.180414193,0.183324037,0.185908623,0.188152966,0.190043934,0.191570384,0.192723261,0.193495698,0.193883077,0.193883077,0.193495698,0.192723261,0.191570384,0.190043934,0.188152966,0.185908623,0.183324037,0.180414193,0.17719579,0.173687078,0.169907688,0.165878448,0.161621192,0.157158567,0.15251383,0.147710648,0.142772903,0.137724495,0.132589154,0.127390259,0.12215067,0.116892567,0.111637306,0.106405288,0.101215841,0.09608712,0.091036022,0.086078122,0.081227615,0.076497287,0.071898491,0.067441144,0.063133737,0.058983355,0.054995715,0.051175212,0.047524971,0.044046913,0.040741828,0.037609447,0.034648529,0.031856941,0.029231745,0.026769289,0.024465288,0.022314915,0.020312882,0.018453523,0.016730866
